Arc_ID,open_water_fraction
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,1.51948
1017,9.38071
1018,7.84948
1019,4.06354
1020,0
1021,0
1022,1.5339
1023,5.59072
1024,6.79125
1025,1.8975
1026,4.61328
1027,0
1028,0
1029,0
1030,0
1031,0.31329
1032,0
1033,0
1034,0
1035,0
1036,1.72702
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,1.97433
1088,2.53947
1089,0.72159
1090,0.07479
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0.12398
1101,0.20919
1102,2.69955
1103,0.09002
1104,0
1105,0
1106,2.05089
1107,0.20408
1108,0.50481
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,2.58892
1121,2.4222
1122,4.59637
1123,7.04893
1124,3.52861
1125,0.12365
1126,0
1127,0
1128,0
1129,0
1130,0
1131,3.66293
1132,0.70442
1133,0.97176
1134,0.37202
1135,0.90758
1136,0.7485
1137,0.46944
1138,0.04809
1139,0.4058
1140,1.58972
1141,0.45738
1142,0
1143,0.19791
1144,1.01564
1145,0.31751
1146,0.00051
1147,0.74393
1148,0.58848
1149,0.80808
1150,0.09262
1151,0.07681
1152,0
1153,0
1154,0
1155,0
1156,0
1157,1.47265
1158,0.09298
1159,0.65347
1160,1.74236
1161,0.33387
1162,0.29079
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0.51937
1236,0.67644
1237,3.91002
1238,5.01182
1239,10.9
1240,4.01946
1241,0.23444
1242,0
1243,0
1244,0
1245,0.16724
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0.70473
1252,0
1253,0.21102
1254,0
1255,0
1256,0
1257,0
1258,2.14092
1259,0.33375
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,1.91297
1271,3.00372
1272,0.81838
1273,0.25709
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0.3979
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0.7672
1298,2.9342
1299,9.57154
1300,0.55085
1301,0
1302,0
1303,0.04864
1304,0.37399
1305,0
1306,0
1307,0.37351
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0.25284
1314,0.07509
1315,0.15511
1316,0
1317,0.20144
1318,1.29255
1319,0
1320,0.74312
1321,6.5908
1322,5.1936
1323,2.30261
1324,1.23143
1325,0
1326,0
1327,0
1328,0
1329,5.40828
1330,0.74474
1331,1.63038
1332,1.92274
1333,1.48034
1334,0
1335,0
1336,0.93589
1337,2.26788
1338,2.2862
1339,0.20876
1340,0
1341,1.69116
1342,0.24326
1343,1.05704
1344,0.25735
1345,0.42963
1346,0.90834
1347,2.97764
1348,5.07783
1349,4.61519
1350,0.82654
1351,0.16504
1352,0
1353,1.26653
1354,0.21452
1355,0.41988
1356,0
1357,0
1358,0
1359,0
1360,0.21513
1361,1.73669
1362,2.32243
1363,2.19653
1364,1.65045
1365,1.23806
1366,0
1367,0.21897
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0.30474
1451,0.24573
1452,0
1453,3.12223
1454,3.77359
1455,5.03088
1456,1.36686
1457,0.94499
1458,0
1459,0
1460,0.17223
1461,0
1462,1.23738
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0.17794
1480,0
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,2.47452
1501,0
1502,0
1503,1.75935
1504,6.07159
1505,8.85314
1506,2.51086
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0.37798
1513,0.03179
1514,0
1515,0
1516,0
1517,0.39256
1518,0
1519,0
1520,0.3346
1521,0
1522,0
1523,0.06798
1524,0.16597
1525,0.33467
1526,0
1527,0
1528,0.13388
1529,0
1530,0.25856
1531,0.10517
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0.44783
1540,0
1541,0
1542,1.2975
1543,0.92552
1544,0.84794
1545,0.15727
1546,0
1547,0
1548,0
1549,0
1550,0.0823
1551,0.50122
1552,1.32808
1553,0
1554,0
1555,0.39415
1556,2.34434
1557,0
1558,0
1559,0
1560,0.66448
1561,3.32195
1562,0.20498
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,5.90418
1570,1.66689
1571,0.00032
1572,1.69904
1573,8.79517
1574,0.48151
1575,0
1576,0
1577,0
1578,0
1579,0
1580,1.00733
1581,0.29107
1582,0
1583,0.8524
1584,2.09592
1585,0.82696
1586,1.91535
1587,1.4717
1588,3.11116
1589,1.2134
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0.07326
1676,4.52356
1677,1.46495
1678,3.65631
1679,2.20642
1680,0.20913
1681,0
1682,0
1683,0.17466
1684,0
1685,0
1686,0.05164
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0.10782
1706,0.96679
1707,0.73396
1708,0.2473
1709,0
1710,0
1711,0
1712,0
1713,0
1714,0.26044
1715,0.79009
1716,0
1717,0
1718,0
1719,0
1720,0.29672
1721,0.36821
1722,1.07767
1723,0.40729
1724,0
1725,0.6699
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0.67587
1734,0.07687
1735,0
1736,0
1737,0.14946
1738,0
1739,0
1740,0.08794
1741,0
1742,0.36086
1743,0
1744,0
1745,0
1746,0
1747,0
1748,0.10082
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0.04314
1758,1.48016
1759,0
1760,0.03717
1761,3.27465
1762,2.09207
1763,0
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,2.47472
1771,0.30386
1772,16.02138
1773,5.72619
1774,1.1446
1775,0
1776,0
1777,0
1778,2.94027
1779,1.6224
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0.71874
1790,0.14214
1791,0
1792,0.89967
1793,0.25877
1794,0
1795,0
1796,0
1797,0.68782
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0.89402
1891,0.8561
1892,0.41473
1893,0.34773
1894,0.87514
1895,1.7516
1896,0
1897,0
1898,0.1149
1899,0
1900,0
1901,0.17277
1902,0
1903,0.10531
1904,0
1905,0.86177
1906,0.00434
1907,0
1908,0
1909,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0.03689
1921,0.18566
1922,0
1923,0
1924,0
1925,0
1926,0.52243
1927,0
1928,0
1929,0
1930,0.38368
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0.27731
1941,1.24284
1942,0.26128
1943,1.1556
1944,0.68642
1945,0
1946,0
1947,0
1948,0.24977
1949,0
1950,0
1951,0.31298
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0.10812
1959,0
1960,0
1961,0.27436
1962,0
1963,0
1964,0
1965,0.48259
1966,0
1967,0.00954
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,7.20914
1979,9.81216
1980,2.50399
1981,0
1982,0
1983,0
1984,0
1985,8.51831
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0.53555
1993,0
1994,0
1995,0.07802
1996,0
1997,0
1998,0
1999,0
2000,0
2001,1.81188
2002,1.49632
2003,2.29999
2004,0
2005,0
2006,0
2007,0.21269
2008,1.06463
2009,0.31657
2010,0
2011,0.19641
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,0
2072,0
2073,0
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,0
2081,0
2082,0
2083,0
2084,0
2085,0
2086,0
2087,0
2088,0
2089,0
2090,0
2091,0
2092,0.11192
2093,1.4346
2094,0
2095,0.28239
2096,0.27429
2097,2.41726
2098,1.154
2099,1.66572
2100,7.01112
2101,2.05937
2102,0
2103,0.17356
2104,0
2105,0
2106,0.50227
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0.72438
2119,4.11628
2120,0
2121,0
2122,0
2123,0
2124,0
2125,0
2126,0
2127,0
2128,0
2129,0
2130,0
2131,0
2132,0.14128
2133,0.00012
2134,0.48759
2135,0
2136,0.79648
2137,0.0457
2138,0.52333
2139,0.28322
2140,0.10082
2141,0
2142,0
2143,0
2144,0
2145,0
2146,0
2147,0
2148,0
2149,0.61956
2150,0.13927
2151,0
2152,0
2153,0
2154,0
2155,0
2156,0.05019
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0.23181
2163,0
2164,0
2165,0
2166,0
2167,0
2168,0
2169,0
2170,0
2171,0
2172,0.28093
2173,0
2174,0.54513
2175,0.06836
2176,1.32607
2177,5.16112
2178,0
2179,0
2180,0.77185
2181,0
2182,0
2183,0
2184,0
2185,0.16291
2186,0
2187,1.32942
2188,0
2189,0
2190,1.06079
2191,4.40313
2192,5.58351
2193,8.3392
2194,4.23311
2195,2.34839
2196,0.53112
2197,0
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,0
2217,0
2218,0
2219,0
2220,0
2221,0
2222,0
2223,0
2224,0
2225,0
2226,0
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,0
2240,0
2241,0
2242,0
2243,0
2244,0
2245,0
2246,0
2247,0
2248,0
2249,0
2250,0
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,0
2264,0
2265,0
2266,0
2267,0
2268,0
2269,0
2270,0
2271,0
2272,0
2273,0
2274,0
2275,0
2276,0
2277,0.82442
2278,1.20385
2279,4.69322
2280,2.10016
2281,0.33162
2282,3.87082
2283,11.0239
2284,14.2979
2285,14.56796
2286,8.7155
2287,1.12524
2288,0
2289,0
2290,0
2291,0.17621
2292,0.02302
2293,0
2294,0
2295,0
2296,0
2297,0
2298,0
2299,0
2300,0
2301,0
2302,0
2303,0
2304,0.26036
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0
2311,0
2312,0
2313,0
2314,1.04884
2315,0
2316,0
2317,0
2318,0.07052
2319,0.18892
2320,0.0026
2321,1.27715
2322,0.13006
2323,0.11053
2324,0
2325,0
2326,0
2327,0.99725
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0.11931
2334,0.3307
2335,0
2336,0.32583
2337,0.23176
2338,1.32016
2339,0.0429
2340,0.28364
2341,0
2342,0
2343,0.21271
2344,0.12258
2345,1.27579
2346,1.45854
2347,0
2348,0.10255
2349,0.56843
2350,0.00662
2351,0
2352,0
2353,0
2354,0.27085
2355,0
2356,1.82361
2357,0.73258
2358,0.0628
2359,1.01932
2360,0.09578
2361,0
2362,0.29265
2363,0
2364,3.95029
2365,0.54392
2366,2.18089
2367,0.74368
2368,1.98569
2369,4.09366
2370,0
2371,0
2372,0
2373,2.06824
2374,0.47308
2375,3.40218
2376,3.17706
2377,0.79905
2378,1.53886
2379,1.47399
2380,1.5906
2381,0
2382,0
2383,0
2384,0
2385,0
2386,0
2387,0
2388,0
2389,0
2390,2.1224
2391,0
2392,0.2106
2393,0
2394,0.1507
2395,2.07546
2396,2.5064
2397,0.53699
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,0
2406,0
2407,0
2408,0
2409,0
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,0
2418,0
2419,0
2420,0
2421,0
2422,0
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,0
2431,0
2432,0
2433,0
2434,0
2435,0
2436,0
2437,0
2438,0
2439,0
2440,0
2441,0
2442,0
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,0
2456,0
2457,0
2458,0
2459,0
2460,0
2461,0
2462,0
2463,0
2464,0
2465,0
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0
2479,2.82977
2480,2.66806
2481,3.89434
2482,0.72778
2483,3.98053
2484,2.19064
2485,0.16603
2486,1.06467
2487,1.02266
2488,0
2489,2.035
2490,0.14929
2491,0
2492,0.03061
2493,0
2494,0.19893
2495,0.42065
2496,0.09966
2497,0
2498,0
2499,0
2500,0
2501,0
2502,0
2503,0
2504,0
2505,0
2506,0
2507,0
2508,0
2509,0
2510,0
2511,0.15705
2512,0.42738
2513,0.23288
2514,0
2515,0
2516,0
2517,0
2518,0.42356
2519,1.01413
2520,0.39471
2521,0
2522,0
2523,0
2524,0
2525,0
2526,0
2527,0
2528,0
2529,0.32238
2530,0.00137
2531,1.19198
2532,0
2533,0
2534,0
2535,0
2536,1.22844
2537,0.22969
2538,0
2539,0
2540,0.36935
2541,0
2542,1.26542
2543,0.30233
2544,0
2545,0
2546,0
2547,0.25225
2548,0.07755
2549,0.11739
2550,0
2551,0.94917
2552,0.29932
2553,0.11229
2554,0.13267
2555,0.44041
2556,0
2557,1.13522
2558,0.20056
2559,0.18449
2560,0.63636
2561,2.06357
2562,0.80337
2563,0
2564,0
