Arc_ID,cell_area,outlet,super_basin_id
1041,528.0334,1,1041
1042,528.0334,1,1042
1043,528.0334,1,1043
1044,528.0334,1,1044
1045,528.0334,1,1045
1046,528.0334,1,1046
1047,528.0334,1,1047
1048,528.0334,1,1048
1049,528.0334,1,1049
1050,528.0334,1,1050
1051,528.0334,1,1051
1052,528.0334,1,1052
1053,528.0334,1,1053
1054,528.0334,1,1054
1055,528.0334,1,1055
1056,528.0334,1,1056
1057,528.0334,1,1057
1058,528.0334,1,1058
1059,528.0334,1,1059
1060,528.0334,1,1060
1061,528.0334,1,1061
1062,528.0334,1,1062
1063,528.0334,1,1063
1064,528.0334,1,1064
1065,528.0334,1,1065
1066,528.0334,1,1066
1067,528.0334,1,1067
1068,528.0334,1,1068
1069,528.0334,1,1069
1070,528.0334,1,1070
1071,528.0334,1,1071
1072,528.0334,1,1072
1073,528.0334,1,1073
1074,528.0334,1,1074
1075,528.0334,1,1075
1076,528.0334,1,1076
1077,528.0334,1,1077
1078,528.0334,1,1078
1079,528.0334,1,1079
1080,528.0334,1,1080
1081,528.0334,1,1081
1082,528.0334,1,1082
1083,528.0334,1,1083
1084,528.0334,1,1084
1085,528.0334,1,1085
1086,528.0334,1,1086
1087,528.0334,1,1087
1088,528.0334,1,1088
1089,528.0334,1,1089
1090,528.0334,1,1090
1091,528.0334,1,1091
1092,528.0334,1,1092
1093,528.0334,1,1093
1094,528.0334,1,1094
1095,528.0334,1,1095
1096,528.0334,1,1096
1097,554.8074,1,1097
1098,554.8074,1,1098
1099,554.8074,1,1099
1100,554.8074,1,1100
1101,554.8074,1,1101
1102,554.8074,1,1102
1103,554.8074,1,1103
1104,554.8074,1,1104
1105,554.8074,1,1105
1106,554.8074,0,1105
1107,554.8074,0,1105
1108,554.8074,0,1105
1109,554.8074,0,1105
1110,554.8074,0,1320
1111,554.8074,0,1320
1112,554.8074,0,1320
1113,554.8074,0,1321
1114,554.8074,0,893
1115,554.8074,0,893
1116,554.8074,0,896
1117,554.8074,0,896
1118,554.8074,0,896
1119,554.8074,0,1120
1120,554.8074,1,1120
1121,554.8074,1,1121
1122,554.8074,1,1122
1123,554.8074,1,1123
1124,554.8074,1,1124
1125,554.8074,0,1124
1126,554.8074,0,1124
1127,554.8074,0,1124
1128,554.8074,0,1130
1129,554.8074,0,1130
1130,554.8074,1,1130
1131,554.8074,1,1131
1132,554.8074,1,1132
1133,554.8074,1,1133
1134,554.8074,0,1133
1135,554.8074,0,1133
1136,554.8074,0,1133
1137,554.8074,0,1133
1138,554.8074,0,1133
1139,554.8074,0,1350
1140,554.8074,0,1350
1141,554.8074,0,1350
1142,554.8074,0,1145
1143,554.8074,0,1145
1144,554.8074,0,1145
1145,554.8074,1,1145
1146,554.8074,1,1146
1147,554.8074,1,1147
1148,554.8074,1,1148
1149,554.8074,1,1149
1150,554.8074,1,1150
1151,554.8074,1,1151
1152,554.8074,1,1152
1153,554.8074,1,1153
1154,554.8074,1,1154
1155,554.8074,0,1154
1156,554.8074,0,1154
1157,554.8074,0,1154
1158,554.8074,0,532
1159,554.8074,0,532
1160,554.8074,0,532
1161,554.8074,0,532
1162,554.8074,0,536
1163,554.8074,0,536
1164,554.8074,0,536
1165,554.8074,0,536
1166,554.8074,0,536
1167,554.8074,0,536
1168,554.8074,0,536
1169,554.8074,0,536
1170,554.8074,0,536
1171,554.8074,0,536
1172,554.8074,0,536
1173,554.8074,0,536
1174,554.8074,0,536
1175,554.8074,0,536
1176,554.8074,0,536
1177,554.8074,0,378
1178,554.8074,0,378
1179,554.8074,0,381
1180,554.8074,0,382
1181,554.8074,0,383
1182,554.8074,0,384
1183,554.8074,0,385
1184,554.8074,0,386
1185,554.8074,0,386
1186,554.8074,0,386
1187,554.8074,0,386
1188,554.8074,0,386
1189,554.8074,0,394
1190,554.8074,0,394
1191,554.8074,0,394
1192,554.8074,0,394
1193,554.8074,0,395
1194,554.8074,0,396
1195,554.8074,0,397
1196,554.8074,0,398
1197,554.8074,0,399
1198,554.8074,0,255
1199,554.8074,0,125
1200,554.8074,0,126
1201,554.8074,0,127
1202,554.8074,0,128
1203,554.8074,0,129
1204,554.8074,0,129
1205,554.8074,0,129
1206,554.8074,0,129
1207,554.8074,0,129
1208,554.8074,0,129
1209,554.8074,0,129
1210,554.8074,0,129
1211,554.8074,0,281
1212,554.8074,0,281
1213,554.8074,0,281
1214,554.8074,0,281
1215,554.8074,0,420
1216,554.8074,0,420
1217,554.8074,0,1243
1218,554.8074,0,1243
1219,554.8074,0,1243
1220,554.8074,0,1243
1221,554.8074,0,1243
1222,554.8074,0,1243
1223,554.8074,0,1243
1224,554.8074,0,1243
1225,554.8074,0,1243
1226,554.8074,0,1243
1227,554.8074,0,1243
1228,554.8074,0,1243
1229,554.8074,0,1243
1230,554.8074,0,801
1231,554.8074,0,801
1232,554.8074,0,801
1233,554.8074,0,1243
