ArcID,GCRC,Lon,Lat,geometry
34282,34208,-81.75,39.25,POINT (-81.75 39.25)
34283,34209,-81.25,39.25,POINT (-81.25 39.25)
34284,34210,-80.75,39.25,POINT (-80.75 39.25)
34285,34211,-80.25,39.25,POINT (-80.25 39.25)
34286,34212,-79.75,39.25,POINT (-79.75 39.25)
34571,34497,-106.25,38.75,POINT (-106.25 38.75)
34572,34498,-105.75,38.75,POINT (-105.75 38.75)
34573,34499,-105.25,38.75,POINT (-105.25 38.75)
34574,34500,-104.75,38.75,POINT (-104.75 38.75)
34575,34501,-104.25,38.75,POINT (-104.25 38.75)
34576,34502,-103.75,38.75,POINT (-103.75 38.75)
34577,34503,-103.25,38.75,POINT (-103.25 38.75)
34578,34504,-102.75,38.75,POINT (-102.75 38.75)
34579,34505,-102.25,38.75,POINT (-102.25 38.75)
34580,34506,-101.75,38.75,POINT (-101.75 38.75)
34581,34507,-101.25,38.75,POINT (-101.25 38.75)
34582,34508,-100.75,38.75,POINT (-100.75 38.75)
34583,34509,-100.25,38.75,POINT (-100.25 38.75)
34584,34510,-99.75,38.75,POINT (-99.75 38.75)
34585,34511,-99.25,38.75,POINT (-99.25 38.75)
34586,34512,-98.75,38.75,POINT (-98.75 38.75)
34587,34513,-98.25,38.75,POINT (-98.25 38.75)
34588,34514,-97.75,38.75,POINT (-97.75 38.75)
34589,34515,-97.25,38.75,POINT (-97.25 38.75)
34590,34516,-96.75,38.75,POINT (-96.75 38.75)
34591,34517,-96.25,38.75,POINT (-96.25 38.75)
34592,34518,-95.75,38.75,POINT (-95.75 38.75)
34593,34519,-95.25,38.75,POINT (-95.25 38.75)
34594,34520,-94.75,38.75,POINT (-94.75 38.75)
34595,34521,-94.25,38.75,POINT (-94.25 38.75)
34596,34522,-93.75,38.75,POINT (-93.75 38.75)
34597,34523,-93.25,38.75,POINT (-93.25 38.75)
34598,34524,-92.75,38.75,POINT (-92.75 38.75)
34599,34525,-92.25,38.75,POINT (-92.25 38.75)
34600,34526,-91.75,38.75,POINT (-91.75 38.75)
34601,34527,-91.25,38.75,POINT (-91.25 38.75)
34602,34528,-90.75,38.75,POINT (-90.75 38.75)
34603,34529,-90.25,38.75,POINT (-90.25 38.75)
34604,34530,-89.75,38.75,POINT (-89.75 38.75)
34605,34531,-89.25,38.75,POINT (-89.25 38.75)
34606,34532,-88.75,38.75,POINT (-88.75 38.75)
34607,34533,-88.25,38.75,POINT (-88.25 38.75)
34608,34534,-87.75,38.75,POINT (-87.75 38.75)
34609,34535,-87.25,38.75,POINT (-87.25 38.75)
34610,34536,-86.75,38.75,POINT (-86.75 38.75)
34611,34537,-86.25,38.75,POINT (-86.25 38.75)
34612,34538,-85.75,38.75,POINT (-85.75 38.75)
34613,34539,-85.25,38.75,POINT (-85.25 38.75)
34614,34540,-84.75,38.75,POINT (-84.75 38.75)
34615,34541,-84.25,38.75,POINT (-84.25 38.75)
34616,34542,-83.75,38.75,POINT (-83.75 38.75)
34617,34543,-83.25,38.75,POINT (-83.25 38.75)
34618,34544,-82.75,38.75,POINT (-82.75 38.75)
34619,34545,-82.25,38.75,POINT (-82.25 38.75)
34620,34546,-81.75,38.75,POINT (-81.75 38.75)
34621,34547,-81.25,38.75,POINT (-81.25 38.75)
34622,34548,-80.75,38.75,POINT (-80.75 38.75)
34623,34549,-80.25,38.75,POINT (-80.25 38.75)
34624,34550,-79.75,38.75,POINT (-79.75 38.75)
34901,34827,-105.75,38.25,POINT (-105.75 38.25)
34902,34828,-105.25,38.25,POINT (-105.25 38.25)
34903,34829,-104.75,38.25,POINT (-104.75 38.25)
34904,34830,-104.25,38.25,POINT (-104.25 38.25)
34905,34831,-103.75,38.25,POINT (-103.75 38.25)
34906,34832,-103.25,38.25,POINT (-103.25 38.25)
34907,34833,-102.75,38.25,POINT (-102.75 38.25)
34908,34834,-102.25,38.25,POINT (-102.25 38.25)
34909,34835,-101.75,38.25,POINT (-101.75 38.25)
34910,34836,-101.25,38.25,POINT (-101.25 38.25)
34911,34837,-100.75,38.25,POINT (-100.75 38.25)
34912,34838,-100.25,38.25,POINT (-100.25 38.25)
34913,34839,-99.75,38.25,POINT (-99.75 38.25)
34914,34840,-99.25,38.25,POINT (-99.25 38.25)
34915,34841,-98.75,38.25,POINT (-98.75 38.25)
34916,34842,-98.25,38.25,POINT (-98.25 38.25)
34917,34843,-97.75,38.25,POINT (-97.75 38.25)
34918,34844,-97.25,38.25,POINT (-97.25 38.25)
34919,34845,-96.75,38.25,POINT (-96.75 38.25)
34920,34846,-96.25,38.25,POINT (-96.25 38.25)
34921,34847,-95.75,38.25,POINT (-95.75 38.25)
34922,34848,-95.25,38.25,POINT (-95.25 38.25)
34923,34849,-94.75,38.25,POINT (-94.75 38.25)
34924,34850,-94.25,38.25,POINT (-94.25 38.25)
34925,34851,-93.75,38.25,POINT (-93.75 38.25)
34926,34852,-93.25,38.25,POINT (-93.25 38.25)
34927,34853,-92.75,38.25,POINT (-92.75 38.25)
34928,34854,-92.25,38.25,POINT (-92.25 38.25)
34929,34855,-91.75,38.25,POINT (-91.75 38.25)
34930,34856,-91.25,38.25,POINT (-91.25 38.25)
34931,34857,-90.75,38.25,POINT (-90.75 38.25)
34932,34858,-90.25,38.25,POINT (-90.25 38.25)
34933,34859,-89.75,38.25,POINT (-89.75 38.25)
34934,34860,-89.25,38.25,POINT (-89.25 38.25)
34935,34861,-88.75,38.25,POINT (-88.75 38.25)
34936,34862,-88.25,38.25,POINT (-88.25 38.25)
34937,34863,-87.75,38.25,POINT (-87.75 38.25)
34938,34864,-87.25,38.25,POINT (-87.25 38.25)
34939,34865,-86.75,38.25,POINT (-86.75 38.25)
34940,34866,-86.25,38.25,POINT (-86.25 38.25)
34941,34867,-85.75,38.25,POINT (-85.75 38.25)
34942,34868,-85.25,38.25,POINT (-85.25 38.25)
34943,34869,-84.75,38.25,POINT (-84.75 38.25)
34944,34870,-84.25,38.25,POINT (-84.25 38.25)
34945,34871,-83.75,38.25,POINT (-83.75 38.25)
34946,34872,-83.25,38.25,POINT (-83.25 38.25)
34947,34873,-82.75,38.25,POINT (-82.75 38.25)
34948,34874,-82.25,38.25,POINT (-82.25 38.25)
34949,34875,-81.75,38.25,POINT (-81.75 38.25)
34950,34876,-81.25,38.25,POINT (-81.25 38.25)
34951,34877,-80.75,38.25,POINT (-80.75 38.25)
34952,34878,-80.25,38.25,POINT (-80.25 38.25)
35235,35160,-105.25,37.75,POINT (-105.25 37.75)
35236,35161,-104.75,37.75,POINT (-104.75 37.75)
35237,35162,-104.25,37.75,POINT (-104.25 37.75)
35238,35163,-103.75,37.75,POINT (-103.75 37.75)
35239,35164,-103.25,37.75,POINT (-103.25 37.75)
35240,35165,-102.75,37.75,POINT (-102.75 37.75)
35241,35166,-102.25,37.75,POINT (-102.25 37.75)
35242,35167,-101.75,37.75,POINT (-101.75 37.75)
35243,35168,-101.25,37.75,POINT (-101.25 37.75)
35244,35169,-100.75,37.75,POINT (-100.75 37.75)
35245,35170,-100.25,37.75,POINT (-100.25 37.75)
35246,35171,-99.75,37.75,POINT (-99.75 37.75)
35247,35172,-99.25,37.75,POINT (-99.25 37.75)
35248,35173,-98.75,37.75,POINT (-98.75 37.75)
35249,35174,-98.25,37.75,POINT (-98.25 37.75)
35250,35175,-97.75,37.75,POINT (-97.75 37.75)
35251,35176,-97.25,37.75,POINT (-97.25 37.75)
35252,35177,-96.75,37.75,POINT (-96.75 37.75)
35253,35178,-96.25,37.75,POINT (-96.25 37.75)
35254,35179,-95.75,37.75,POINT (-95.75 37.75)
35255,35180,-95.25,37.75,POINT (-95.25 37.75)
35256,35181,-94.75,37.75,POINT (-94.75 37.75)
35257,35182,-94.25,37.75,POINT (-94.25 37.75)
35258,35183,-93.75,37.75,POINT (-93.75 37.75)
35259,35184,-93.25,37.75,POINT (-93.25 37.75)
35260,35185,-92.75,37.75,POINT (-92.75 37.75)
35261,35186,-92.25,37.75,POINT (-92.25 37.75)
35262,35187,-91.75,37.75,POINT (-91.75 37.75)
35263,35188,-91.25,37.75,POINT (-91.25 37.75)
35264,35189,-90.75,37.75,POINT (-90.75 37.75)
35265,35190,-90.25,37.75,POINT (-90.25 37.75)
35266,35191,-89.75,37.75,POINT (-89.75 37.75)
35267,35192,-89.25,37.75,POINT (-89.25 37.75)
35268,35193,-88.75,37.75,POINT (-88.75 37.75)
35269,35194,-88.25,37.75,POINT (-88.25 37.75)
35270,35195,-87.75,37.75,POINT (-87.75 37.75)
35271,35196,-87.25,37.75,POINT (-87.25 37.75)
35272,35197,-86.75,37.75,POINT (-86.75 37.75)
35273,35198,-86.25,37.75,POINT (-86.25 37.75)
35274,35199,-85.75,37.75,POINT (-85.75 37.75)
35275,35200,-85.25,37.75,POINT (-85.25 37.75)
35276,35201,-84.75,37.75,POINT (-84.75 37.75)
35277,35202,-84.25,37.75,POINT (-84.25 37.75)
35278,35203,-83.75,37.75,POINT (-83.75 37.75)
35279,35204,-83.25,37.75,POINT (-83.25 37.75)
35280,35205,-82.75,37.75,POINT (-82.75 37.75)
35281,35206,-82.25,37.75,POINT (-82.25 37.75)
35282,35207,-81.75,37.75,POINT (-81.75 37.75)
35283,35208,-81.25,37.75,POINT (-81.25 37.75)
35284,35209,-80.75,37.75,POINT (-80.75 37.75)
35285,35210,-80.25,37.75,POINT (-80.25 37.75)
35566,35491,-104.75,37.25,POINT (-104.75 37.25)
35567,35492,-104.25,37.25,POINT (-104.25 37.25)
35568,35493,-103.75,37.25,POINT (-103.75 37.25)
35569,35494,-103.25,37.25,POINT (-103.25 37.25)
35570,35495,-102.75,37.25,POINT (-102.75 37.25)
35571,35496,-102.25,37.25,POINT (-102.25 37.25)
35572,35497,-101.75,37.25,POINT (-101.75 37.25)
35573,35498,-101.25,37.25,POINT (-101.25 37.25)
35574,35499,-100.75,37.25,POINT (-100.75 37.25)
35575,35500,-100.25,37.25,POINT (-100.25 37.25)
35576,35501,-99.75,37.25,POINT (-99.75 37.25)
35577,35502,-99.25,37.25,POINT (-99.25 37.25)
35578,35503,-98.75,37.25,POINT (-98.75 37.25)
35579,35504,-98.25,37.25,POINT (-98.25 37.25)
35580,35505,-97.75,37.25,POINT (-97.75 37.25)
35581,35506,-97.25,37.25,POINT (-97.25 37.25)
35582,35507,-96.75,37.25,POINT (-96.75 37.25)
35583,35508,-96.25,37.25,POINT (-96.25 37.25)
35584,35509,-95.75,37.25,POINT (-95.75 37.25)
35585,35510,-95.25,37.25,POINT (-95.25 37.25)
35586,35511,-94.75,37.25,POINT (-94.75 37.25)
35587,35512,-94.25,37.25,POINT (-94.25 37.25)
35588,35513,-93.75,37.25,POINT (-93.75 37.25)
35589,35514,-93.25,37.25,POINT (-93.25 37.25)
35590,35515,-92.75,37.25,POINT (-92.75 37.25)
35591,35516,-92.25,37.25,POINT (-92.25 37.25)
35592,35517,-91.75,37.25,POINT (-91.75 37.25)
35593,35518,-91.25,37.25,POINT (-91.25 37.25)
35594,35519,-90.75,37.25,POINT (-90.75 37.25)
35595,35520,-90.25,37.25,POINT (-90.25 37.25)
35596,35521,-89.75,37.25,POINT (-89.75 37.25)
35597,35522,-89.25,37.25,POINT (-89.25 37.25)
35598,35523,-88.75,37.25,POINT (-88.75 37.25)
35599,35524,-88.25,37.25,POINT (-88.25 37.25)
35600,35525,-87.75,37.25,POINT (-87.75 37.25)
35601,35526,-87.25,37.25,POINT (-87.25 37.25)
35602,35527,-86.75,37.25,POINT (-86.75 37.25)
35603,35528,-86.25,37.25,POINT (-86.25 37.25)
35604,35529,-85.75,37.25,POINT (-85.75 37.25)
35605,35530,-85.25,37.25,POINT (-85.25 37.25)
35606,35531,-84.75,37.25,POINT (-84.75 37.25)
35607,35532,-84.25,37.25,POINT (-84.25 37.25)
35608,35533,-83.75,37.25,POINT (-83.75 37.25)
35609,35534,-83.25,37.25,POINT (-83.25 37.25)
35610,35535,-82.75,37.25,POINT (-82.75 37.25)
35611,35536,-82.25,37.25,POINT (-82.25 37.25)
35612,35537,-81.75,37.25,POINT (-81.75 37.25)
35613,35538,-81.25,37.25,POINT (-81.25 37.25)
35614,35539,-80.75,37.25,POINT (-80.75 37.25)
35904,35829,-105.25,36.75,POINT (-105.25 36.75)
35905,35830,-104.75,36.75,POINT (-104.75 36.75)
35906,35831,-104.25,36.75,POINT (-104.25 36.75)
35907,35832,-103.75,36.75,POINT (-103.75 36.75)
35908,35833,-103.25,36.75,POINT (-103.25 36.75)
35909,35834,-102.75,36.75,POINT (-102.75 36.75)
35910,35835,-102.25,36.75,POINT (-102.25 36.75)
35911,35836,-101.75,36.75,POINT (-101.75 36.75)
35912,35837,-101.25,36.75,POINT (-101.25 36.75)
35913,35838,-100.75,36.75,POINT (-100.75 36.75)
35914,35839,-100.25,36.75,POINT (-100.25 36.75)
35915,35840,-99.75,36.75,POINT (-99.75 36.75)
35916,35841,-99.25,36.75,POINT (-99.25 36.75)
35917,35842,-98.75,36.75,POINT (-98.75 36.75)
35918,35843,-98.25,36.75,POINT (-98.25 36.75)
35919,35844,-97.75,36.75,POINT (-97.75 36.75)
35920,35845,-97.25,36.75,POINT (-97.25 36.75)
35921,35846,-96.75,36.75,POINT (-96.75 36.75)
35922,35847,-96.25,36.75,POINT (-96.25 36.75)
35923,35848,-95.75,36.75,POINT (-95.75 36.75)
35924,35849,-95.25,36.75,POINT (-95.25 36.75)
35925,35850,-94.75,36.75,POINT (-94.75 36.75)
35926,35851,-94.25,36.75,POINT (-94.25 36.75)
35927,35852,-93.75,36.75,POINT (-93.75 36.75)
35928,35853,-93.25,36.75,POINT (-93.25 36.75)
35929,35854,-92.75,36.75,POINT (-92.75 36.75)
35930,35855,-92.25,36.75,POINT (-92.25 36.75)
35931,35856,-91.75,36.75,POINT (-91.75 36.75)
35932,35857,-91.25,36.75,POINT (-91.25 36.75)
35933,35858,-90.75,36.75,POINT (-90.75 36.75)
35934,35859,-90.25,36.75,POINT (-90.25 36.75)
35935,35860,-89.75,36.75,POINT (-89.75 36.75)
35936,35861,-89.25,36.75,POINT (-89.25 36.75)
35937,35862,-88.75,36.75,POINT (-88.75 36.75)
35938,35863,-88.25,36.75,POINT (-88.25 36.75)
35939,35864,-87.75,36.75,POINT (-87.75 36.75)
35940,35865,-87.25,36.75,POINT (-87.25 36.75)
35941,35866,-86.75,36.75,POINT (-86.75 36.75)
35942,35867,-86.25,36.75,POINT (-86.25 36.75)
35943,35868,-85.75,36.75,POINT (-85.75 36.75)
35944,35869,-85.25,36.75,POINT (-85.25 36.75)
35945,35870,-84.75,36.75,POINT (-84.75 36.75)
35946,35871,-84.25,36.75,POINT (-84.25 36.75)
35947,35872,-83.75,36.75,POINT (-83.75 36.75)
35948,35873,-83.25,36.75,POINT (-83.25 36.75)
35949,35874,-82.75,36.75,POINT (-82.75 36.75)
35950,35875,-82.25,36.75,POINT (-82.25 36.75)
35951,35876,-81.75,36.75,POINT (-81.75 36.75)
35952,35877,-81.25,36.75,POINT (-81.25 36.75)
35953,35878,-80.75,36.75,POINT (-80.75 36.75)
36255,36180,-105.25,36.25,POINT (-105.25 36.25)
36256,36181,-104.75,36.25,POINT (-104.75 36.25)
36257,36182,-104.25,36.25,POINT (-104.25 36.25)
36258,36183,-103.75,36.25,POINT (-103.75 36.25)
36259,36184,-103.25,36.25,POINT (-103.25 36.25)
36260,36185,-102.75,36.25,POINT (-102.75 36.25)
36261,36186,-102.25,36.25,POINT (-102.25 36.25)
36262,36187,-101.75,36.25,POINT (-101.75 36.25)
36263,36188,-101.25,36.25,POINT (-101.25 36.25)
36264,36189,-100.75,36.25,POINT (-100.75 36.25)
36265,36190,-100.25,36.25,POINT (-100.25 36.25)
36266,36191,-99.75,36.25,POINT (-99.75 36.25)
36267,36192,-99.25,36.25,POINT (-99.25 36.25)
36268,36193,-98.75,36.25,POINT (-98.75 36.25)
36269,36194,-98.25,36.25,POINT (-98.25 36.25)
36270,36195,-97.75,36.25,POINT (-97.75 36.25)
36271,36196,-97.25,36.25,POINT (-97.25 36.25)
36272,36197,-96.75,36.25,POINT (-96.75 36.25)
36273,36198,-96.25,36.25,POINT (-96.25 36.25)
36274,36199,-95.75,36.25,POINT (-95.75 36.25)
36275,36200,-95.25,36.25,POINT (-95.25 36.25)
36276,36201,-94.75,36.25,POINT (-94.75 36.25)
36277,36202,-94.25,36.25,POINT (-94.25 36.25)
36278,36203,-93.75,36.25,POINT (-93.75 36.25)
36279,36204,-93.25,36.25,POINT (-93.25 36.25)
36280,36205,-92.75,36.25,POINT (-92.75 36.25)
36281,36206,-92.25,36.25,POINT (-92.25 36.25)
36282,36207,-91.75,36.25,POINT (-91.75 36.25)
36283,36208,-91.25,36.25,POINT (-91.25 36.25)
36284,36209,-90.75,36.25,POINT (-90.75 36.25)
36285,36210,-90.25,36.25,POINT (-90.25 36.25)
36286,36211,-89.75,36.25,POINT (-89.75 36.25)
36287,36212,-89.25,36.25,POINT (-89.25 36.25)
36288,36213,-88.75,36.25,POINT (-88.75 36.25)
36289,36214,-88.25,36.25,POINT (-88.25 36.25)
36290,36215,-87.75,36.25,POINT (-87.75 36.25)
36291,36216,-87.25,36.25,POINT (-87.25 36.25)
36292,36217,-86.75,36.25,POINT (-86.75 36.25)
36293,36218,-86.25,36.25,POINT (-86.25 36.25)
36294,36219,-85.75,36.25,POINT (-85.75 36.25)
36295,36220,-85.25,36.25,POINT (-85.25 36.25)
36296,36221,-84.75,36.25,POINT (-84.75 36.25)
36297,36222,-84.25,36.25,POINT (-84.25 36.25)
36298,36223,-83.75,36.25,POINT (-83.75 36.25)
36299,36224,-83.25,36.25,POINT (-83.25 36.25)
36300,36225,-82.75,36.25,POINT (-82.75 36.25)
36301,36226,-82.25,36.25,POINT (-82.25 36.25)
36302,36227,-81.75,36.25,POINT (-81.75 36.25)
36577,36502,-105.25,35.75,POINT (-105.25 35.75)
36578,36503,-104.75,35.75,POINT (-104.75 35.75)
36579,36504,-104.25,35.75,POINT (-104.25 35.75)
36580,36505,-103.75,35.75,POINT (-103.75 35.75)
36581,36506,-103.25,35.75,POINT (-103.25 35.75)
36582,36507,-102.75,35.75,POINT (-102.75 35.75)
36583,36508,-102.25,35.75,POINT (-102.25 35.75)
36584,36509,-101.75,35.75,POINT (-101.75 35.75)
36585,36510,-101.25,35.75,POINT (-101.25 35.75)
36586,36511,-100.75,35.75,POINT (-100.75 35.75)
36587,36512,-100.25,35.75,POINT (-100.25 35.75)
36588,36513,-99.75,35.75,POINT (-99.75 35.75)
36589,36514,-99.25,35.75,POINT (-99.25 35.75)
36590,36515,-98.75,35.75,POINT (-98.75 35.75)
36591,36516,-98.25,35.75,POINT (-98.25 35.75)
36592,36517,-97.75,35.75,POINT (-97.75 35.75)
36593,36518,-97.25,35.75,POINT (-97.25 35.75)
36594,36519,-96.75,35.75,POINT (-96.75 35.75)
36595,36520,-96.25,35.75,POINT (-96.25 35.75)
36596,36521,-95.75,35.75,POINT (-95.75 35.75)
36597,36522,-95.25,35.75,POINT (-95.25 35.75)
36598,36523,-94.75,35.75,POINT (-94.75 35.75)
36599,36524,-94.25,35.75,POINT (-94.25 35.75)
36600,36525,-93.75,35.75,POINT (-93.75 35.75)
36601,36526,-93.25,35.75,POINT (-93.25 35.75)
36602,36527,-92.75,35.75,POINT (-92.75 35.75)
36603,36528,-92.25,35.75,POINT (-92.25 35.75)
36604,36529,-91.75,35.75,POINT (-91.75 35.75)
36605,36530,-91.25,35.75,POINT (-91.25 35.75)
36606,36531,-90.75,35.75,POINT (-90.75 35.75)
36607,36532,-90.25,35.75,POINT (-90.25 35.75)
36608,36533,-89.75,35.75,POINT (-89.75 35.75)
36609,36534,-89.25,35.75,POINT (-89.25 35.75)
36610,36535,-88.75,35.75,POINT (-88.75 35.75)
36611,36536,-88.25,35.75,POINT (-88.25 35.75)
36612,36537,-87.75,35.75,POINT (-87.75 35.75)
36613,36538,-87.25,35.75,POINT (-87.25 35.75)
36614,36539,-86.75,35.75,POINT (-86.75 35.75)
36615,36540,-86.25,35.75,POINT (-86.25 35.75)
36616,36541,-85.75,35.75,POINT (-85.75 35.75)
36617,36542,-85.25,35.75,POINT (-85.25 35.75)
36618,36543,-84.75,35.75,POINT (-84.75 35.75)
36619,36544,-84.25,35.75,POINT (-84.25 35.75)
36620,36545,-83.75,35.75,POINT (-83.75 35.75)
36621,36546,-83.25,35.75,POINT (-83.25 35.75)
36622,36547,-82.75,35.75,POINT (-82.75 35.75)
36623,36548,-82.25,35.75,POINT (-82.25 35.75)
36902,36827,-104.25,35.25,POINT (-104.25 35.25)
36903,36828,-103.75,35.25,POINT (-103.75 35.25)
36904,36829,-103.25,35.25,POINT (-103.25 35.25)
36905,36830,-102.75,35.25,POINT (-102.75 35.25)
36906,36831,-102.25,35.25,POINT (-102.25 35.25)
36907,36832,-101.75,35.25,POINT (-101.75 35.25)
36908,36833,-101.25,35.25,POINT (-101.25 35.25)
36909,36834,-100.75,35.25,POINT (-100.75 35.25)
36910,36835,-100.25,35.25,POINT (-100.25 35.25)
36911,36836,-99.75,35.25,POINT (-99.75 35.25)
36912,36837,-99.25,35.25,POINT (-99.25 35.25)
36913,36838,-98.75,35.25,POINT (-98.75 35.25)
36914,36839,-98.25,35.25,POINT (-98.25 35.25)
36915,36840,-97.75,35.25,POINT (-97.75 35.25)
36916,36841,-97.25,35.25,POINT (-97.25 35.25)
36917,36842,-96.75,35.25,POINT (-96.75 35.25)
36918,36843,-96.25,35.25,POINT (-96.25 35.25)
36919,36844,-95.75,35.25,POINT (-95.75 35.25)
36920,36845,-95.25,35.25,POINT (-95.25 35.25)
36921,36846,-94.75,35.25,POINT (-94.75 35.25)
36922,36847,-94.25,35.25,POINT (-94.25 35.25)
36923,36848,-93.75,35.25,POINT (-93.75 35.25)
36924,36849,-93.25,35.25,POINT (-93.25 35.25)
36925,36850,-92.75,35.25,POINT (-92.75 35.25)
36926,36851,-92.25,35.25,POINT (-92.25 35.25)
36927,36852,-91.75,35.25,POINT (-91.75 35.25)
36928,36853,-91.25,35.25,POINT (-91.25 35.25)
36929,36854,-90.75,35.25,POINT (-90.75 35.25)
36930,36855,-90.25,35.25,POINT (-90.25 35.25)
36931,36856,-89.75,35.25,POINT (-89.75 35.25)
36932,36857,-89.25,35.25,POINT (-89.25 35.25)
36933,36858,-88.75,35.25,POINT (-88.75 35.25)
36934,36859,-88.25,35.25,POINT (-88.25 35.25)
36935,36860,-87.75,35.25,POINT (-87.75 35.25)
36936,36861,-87.25,35.25,POINT (-87.25 35.25)
36937,36862,-86.75,35.25,POINT (-86.75 35.25)
36938,36863,-86.25,35.25,POINT (-86.25 35.25)
36939,36864,-85.75,35.25,POINT (-85.75 35.25)
36940,36865,-85.25,35.25,POINT (-85.25 35.25)
36941,36866,-84.75,35.25,POINT (-84.75 35.25)
36942,36867,-84.25,35.25,POINT (-84.25 35.25)
36943,36868,-83.75,35.25,POINT (-83.75 35.25)
36944,36869,-83.25,35.25,POINT (-83.25 35.25)
36945,36870,-82.75,35.25,POINT (-82.75 35.25)
37238,37163,-103.25,34.75,POINT (-103.25 34.75)
37239,37164,-102.75,34.75,POINT (-102.75 34.75)
37240,37165,-102.25,34.75,POINT (-102.25 34.75)
37241,37166,-101.75,34.75,POINT (-101.75 34.75)
37242,37167,-101.25,34.75,POINT (-101.25 34.75)
37243,37168,-100.75,34.75,POINT (-100.75 34.75)
37244,37169,-100.25,34.75,POINT (-100.25 34.75)
37245,37170,-99.75,34.75,POINT (-99.75 34.75)
37246,37171,-99.25,34.75,POINT (-99.25 34.75)
37247,37172,-98.75,34.75,POINT (-98.75 34.75)
37248,37173,-98.25,34.75,POINT (-98.25 34.75)
37249,37174,-97.75,34.75,POINT (-97.75 34.75)
37250,37175,-97.25,34.75,POINT (-97.25 34.75)
37251,37176,-96.75,34.75,POINT (-96.75 34.75)
37252,37177,-96.25,34.75,POINT (-96.25 34.75)
37253,37178,-95.75,34.75,POINT (-95.75 34.75)
37254,37179,-95.25,34.75,POINT (-95.25 34.75)
37255,37180,-94.75,34.75,POINT (-94.75 34.75)
37256,37181,-94.25,34.75,POINT (-94.25 34.75)
37257,37182,-93.75,34.75,POINT (-93.75 34.75)
37258,37183,-93.25,34.75,POINT (-93.25 34.75)
37259,37184,-92.75,34.75,POINT (-92.75 34.75)
37260,37185,-92.25,34.75,POINT (-92.25 34.75)
37261,37186,-91.75,34.75,POINT (-91.75 34.75)
37262,37187,-91.25,34.75,POINT (-91.25 34.75)
37263,37188,-90.75,34.75,POINT (-90.75 34.75)
37264,37189,-90.25,34.75,POINT (-90.25 34.75)
37265,37190,-89.75,34.75,POINT (-89.75 34.75)
37266,37191,-89.25,34.75,POINT (-89.25 34.75)
37267,37192,-88.75,34.75,POINT (-88.75 34.75)
37268,37193,-88.25,34.75,POINT (-88.25 34.75)
37269,37194,-87.75,34.75,POINT (-87.75 34.75)
37270,37195,-87.25,34.75,POINT (-87.25 34.75)
37271,37196,-86.75,34.75,POINT (-86.75 34.75)
37272,37197,-86.25,34.75,POINT (-86.25 34.75)
37273,37198,-85.75,34.75,POINT (-85.75 34.75)
37274,37199,-85.25,34.75,POINT (-85.25 34.75)
37276,37201,-84.25,34.75,POINT (-84.25 34.75)
37569,37494,-100.75,34.25,POINT (-100.75 34.25)
37570,37495,-100.25,34.25,POINT (-100.25 34.25)
37571,37496,-99.75,34.25,POINT (-99.75 34.25)
37572,37497,-99.25,34.25,POINT (-99.25 34.25)
37573,37498,-98.75,34.25,POINT (-98.75 34.25)
37574,37499,-98.25,34.25,POINT (-98.25 34.25)
37575,37500,-97.75,34.25,POINT (-97.75 34.25)
37576,37501,-97.25,34.25,POINT (-97.25 34.25)
37577,37502,-96.75,34.25,POINT (-96.75 34.25)
37578,37503,-96.25,34.25,POINT (-96.25 34.25)
37579,37504,-95.75,34.25,POINT (-95.75 34.25)
37580,37505,-95.25,34.25,POINT (-95.25 34.25)
37581,37506,-94.75,34.25,POINT (-94.75 34.25)
37582,37507,-94.25,34.25,POINT (-94.25 34.25)
37583,37508,-93.75,34.25,POINT (-93.75 34.25)
37584,37509,-93.25,34.25,POINT (-93.25 34.25)
37585,37510,-92.75,34.25,POINT (-92.75 34.25)
37586,37511,-92.25,34.25,POINT (-92.25 34.25)
37587,37512,-91.75,34.25,POINT (-91.75 34.25)
37588,37513,-91.25,34.25,POINT (-91.25 34.25)
37589,37514,-90.75,34.25,POINT (-90.75 34.25)
37590,37515,-90.25,34.25,POINT (-90.25 34.25)
37591,37516,-89.75,34.25,POINT (-89.75 34.25)
37592,37517,-89.25,34.25,POINT (-89.25 34.25)
37595,37520,-87.75,34.25,POINT (-87.75 34.25)
37598,37523,-86.25,34.25,POINT (-86.25 34.25)
37879,37804,-100.75,33.75,POINT (-100.75 33.75)
37880,37805,-100.25,33.75,POINT (-100.25 33.75)
37881,37806,-99.75,33.75,POINT (-99.75 33.75)
37882,37807,-99.25,33.75,POINT (-99.25 33.75)
37883,37808,-98.75,33.75,POINT (-98.75 33.75)
37884,37809,-98.25,33.75,POINT (-98.25 33.75)
37885,37810,-97.75,33.75,POINT (-97.75 33.75)
37886,37811,-97.25,33.75,POINT (-97.25 33.75)
37887,37812,-96.75,33.75,POINT (-96.75 33.75)
37888,37813,-96.25,33.75,POINT (-96.25 33.75)
37889,37814,-95.75,33.75,POINT (-95.75 33.75)
37890,37815,-95.25,33.75,POINT (-95.25 33.75)
37891,37816,-94.75,33.75,POINT (-94.75 33.75)
37892,37817,-94.25,33.75,POINT (-94.25 33.75)
37893,37818,-93.75,33.75,POINT (-93.75 33.75)
37894,37819,-93.25,33.75,POINT (-93.25 33.75)
37895,37820,-92.75,33.75,POINT (-92.75 33.75)
37896,37821,-92.25,33.75,POINT (-92.25 33.75)
