Arc_ID,gamma,gamma_final
1,,0.1185211251628055
2,,0.7411954142006272
3,,0.5262973078687881
4,,0.4903014071430734
5,,0.47624679095384237
6,,0.4744269772385825
7,,0.28745898343967063
8,,0.305319684090266
9,,0.2359765405917629
10,,0.12290116792074839
11,,0.18645529492924787
12,,0.1657971174064793
13,,0.15885636252850885
14,,0.13772569549624641
15,,0.22681593535199737
16,,0.3203286163895769
17,,0.40813677001921167
18,,0.5226195633774509
19,,0.638680323378242
20,,0.284059111432424
21,,0.2559185837309343
22,,0.1558324576820988
23,,0.1339061179450442
24,,0.24099075954242793
25,,0.3461094756497498
26,,0.32331586395790185
27,,0.25868783663309636
28,,0.18257016242317792
29,,0.24090749674274461
30,,0.2634800603887586
31,,0.2440235103890485
32,,0.2671894927899373
33,,0.26439783606363604
34,,0.3444806762205701
35,,0.28752544694799076
36,,0.13828461532456776
37,,0.1494451836799253
38,,0.12619628931043303
39,,0.13497222632802913
40,,0.15331130956542607
41,,0.3418715570720739
42,,0.42295013974773754
43,,0.3836034991776097
44,,0.41807378427973657
45,,0.350289439017275
46,,0.2590494838432445
47,,0.22156624104490605
48,,0.1989664802983634
49,,0.1989664802983634
50,,0.1989664802983634
51,,0.1989664802983634
52,,0.1989664802983634
53,,0.1989664802983634
54,,0.1989664802983634
55,,0.1989664802983634
56,,0.1989664802983634
57,,0.1989664802983634
58,,0.1989664802983634
59,,0.1989664802983634
60,,0.1989664802983634
61,,0.1989664802983634
62,,0.36614656573634285
63,,0.8384364089295706
64,,0.24377640626407746
65,,0.2795238453827971
66,,0.2530454406640058
67,,0.23666624071158407
68,,0.25320353286174174
69,,0.2911408725404673
70,,0.13266846350578607
71,,0.23196585342887113
72,,0.22416921525937034
73,,0.18201666024822197
74,,0.14474186161416916
75,,0.1266443205886396
76,,0.13047672164911842
77,,0.1440586342133874
78,,0.14424324580450057
79,,0.13610300381119586
80,,0.12420966812041176
81,,0.153820857582235
82,,0.1397723958313067
190,,0.1397723958313067
191,,0.1397723958313067
192,,0.1397723958313067
193,,0.1397723958313067
194,,0.1397723958313067
195,,0.1397723958313067
83,,0.12905879594597183
84,,0.11792349391320216
85,,0.11974758483330492
86,,0.11617850611720056
87,,0.16375667403098962
88,,0.11675097652242097
89,,0.1541952288283269
90,,0.1541952288283269
91,,0.1541952288283269
196,,0.1541952288283269
197,,0.1541952288283269
198,,0.1541952288283269
199,,0.1541952288283269
92,,0.11872721757312704
93,,0.11872721757312704
94,,0.11872721757312704
95,,0.13243232832905846
96,,0.13243232832905846
97,,0.13243232832905846
98,,0.13243232832905846
204,,0.13243232832905846
205,,0.13243232832905846
206,,0.13243232832905846
207,,0.13243232832905846
208,,0.13243232832905846
99,,0.11872129105236784
100,,0.11809269514476703
101,,0.1276237824470925
102,,0.13394350799583268
103,,0.10925633943849587
104,,0.13994798695513805
105,,0.17285597984466083
106,,0.17361645016437222
107,,0.19283444192288052
108,,0.3801605725754175
109,,0.44285372860426986
110,,0.5302182899543357
111,,0.541874434557126
112,,0.5093383905364889
113,,0.32719996355540687
114,,0.20140727277541365
115,,0.32673164835663965
116,,0.25665441016563306
117,,0.19593485839033647
118,,0.18693481905498244
119,,0.29728713348922
120,,0.26613762718917683
121,,0.25128454530379696
122,,0.2980673787002186
123,,0.29211151870350005
124,,0.361769063503394
125,,0.3438512545682019
256,,0.3438512545682019
401,,0.3438512545682019
574,,0.3438512545682019
765,,0.3438512545682019
983,,0.3438512545682019
1199,,0.3438512545682019
1412,,0.3438512545682019
1637,,0.3438512545682019
1853,,0.3438512545682019
2057,,0.3438512545682019
2242,,0.3438512545682019
2445,,0.3438512545682019
2666,,0.3438512545682019
2887,,0.3438512545682019
3119,,0.3438512545682019
3352,,0.3438512545682019
3559,,0.3438512545682019
3777,,0.3438512545682019
126,,0.34160888307543597
257,,0.34160888307543597
402,,0.34160888307543597
575,,0.34160888307543597
766,,0.34160888307543597
984,,0.34160888307543597
1200,,0.34160888307543597
1413,,0.34160888307543597
1638,,0.34160888307543597
1854,,0.34160888307543597
2058,,0.34160888307543597
2243,,0.34160888307543597
2446,,0.34160888307543597
2667,,0.34160888307543597
2888,,0.34160888307543597
3120,,0.34160888307543597
3353,,0.34160888307543597
3560,,0.34160888307543597
3778,,0.34160888307543597
127,,0.34169092827966274
258,,0.34169092827966274
403,,0.34169092827966274
576,,0.34169092827966274
767,,0.34169092827966274
985,,0.34169092827966274
1201,,0.34169092827966274
1414,,0.34169092827966274
1639,,0.34169092827966274
1855,,0.34169092827966274
2059,,0.34169092827966274
2244,,0.34169092827966274
2447,,0.34169092827966274
2668,,0.34169092827966274
2889,,0.34169092827966274
3121,,0.34169092827966274
3354,,0.34169092827966274
3561,,0.34169092827966274
3779,,0.34169092827966274
4028,,0.34169092827966274
128,,0.343255918990559
259,,0.343255918990559
404,,0.343255918990559
577,,0.343255918990559
768,,0.343255918990559
986,,0.343255918990559
1202,,0.343255918990559
1415,,0.343255918990559
1640,,0.343255918990559
1856,,0.343255918990559
2060,,0.343255918990559
2245,,0.343255918990559
2448,,0.343255918990559
2669,,0.343255918990559
2890,,0.343255918990559
3122,,0.343255918990559
3355,,0.343255918990559
3562,,0.343255918990559
3780,,0.343255918990559
4029,,0.343255918990559
129,,0.3366928890103356
260,,0.3366928890103356
261,,0.3366928890103356
262,,0.3366928890103356
263,,0.3366928890103356
264,,0.3366928890103356
265,,0.3366928890103356
266,,0.3366928890103356
267,,0.3366928890103356
405,,0.3366928890103356
406,,0.3366928890103356
407,,0.3366928890103356
408,,0.3366928890103356
409,,0.3366928890103356
410,,0.3366928890103356
411,,0.3366928890103356
412,,0.3366928890103356
578,,0.3366928890103356
579,,0.3366928890103356
580,,0.3366928890103356
581,,0.3366928890103356
582,,0.3366928890103356
583,,0.3366928890103356
584,,0.3366928890103356
585,,0.3366928890103356
769,,0.3366928890103356
770,,0.3366928890103356
771,,0.3366928890103356
772,,0.3366928890103356
773,,0.3366928890103356
774,,0.3366928890103356
775,,0.3366928890103356
776,,0.3366928890103356
987,,0.3366928890103356
988,,0.3366928890103356
989,,0.3366928890103356
990,,0.3366928890103356
991,,0.3366928890103356
992,,0.3366928890103356
993,,0.3366928890103356
994,,0.3366928890103356
1203,,0.3366928890103356
1204,,0.3366928890103356
1205,,0.3366928890103356
1206,,0.3366928890103356
1207,,0.3366928890103356
1208,,0.3366928890103356
1209,,0.3366928890103356
1210,,0.3366928890103356
1416,,0.3366928890103356
1417,,0.3366928890103356
1418,,0.3366928890103356
1419,,0.3366928890103356
1420,,0.3366928890103356
1421,,0.3366928890103356
1422,,0.3366928890103356
1423,,0.3366928890103356
1641,,0.3366928890103356
1642,,0.3366928890103356
1643,,0.3366928890103356
1644,,0.3366928890103356
1645,,0.3366928890103356
1646,,0.3366928890103356
1647,,0.3366928890103356
1857,,0.3366928890103356
1858,,0.3366928890103356
1859,,0.3366928890103356
1860,,0.3366928890103356
1861,,0.3366928890103356
1862,,0.3366928890103356
1863,,0.3366928890103356
2061,,0.3366928890103356
2062,,0.3366928890103356
2063,,0.3366928890103356
2064,,0.3366928890103356
2065,,0.3366928890103356
2066,,0.3366928890103356
2067,,0.3366928890103356
