ArcID,GCRC,Lon,Lat
1,1,-37.7500000000000,83.7500000000000
2,2,-37.2500000000000,83.7500000000000
3,3,-36.7500000000000,83.7500000000000
4,4,-36.2500000000000,83.7500000000000
5,5,-35.7500000000000,83.7500000000000
6,6,-35.2500000000000,83.7500000000000
7,7,-34.7499999999999,83.7500000000000
8,8,-34.2500000000000,83.7500000000000
9,9,-33.7500000000000,83.7500000000000
10,10,-33.2500000000000,83.7500000000000
11,11,-32.7500000000000,83.7500000000000
12,12,-32.2500000000000,83.7500000000000
13,13,-31.7500000000000,83.7500000000000
14,14,-31.2500000000000,83.7500000000000
15,15,-30.7500000000000,83.7500000000000
16,16,-30.2500000000000,83.7500000000000
17,17,-29.7500000000000,83.7500000000000
18,18,-29.2500000000000,83.7500000000000
19,19,-28.7500000000000,83.7500000000000
20,20,-72.2500000000000,83.2500000000000
21,21,-71.7500000000000,83.2500000000000
22,22,-70.7500000000000,83.2500000000000
23,23,-70.2500000000000,83.2500000000000
24,24,-69.7500000000000,83.2500000000000
25,25,-46.7499999999999,83.2500000000000
26,26,-46.2500000000000,83.2500000000000
27,27,-45.7500000000000,83.2500000000000
28,28,-45.2500000000000,83.2500000000000
29,29,-44.7500000000000,83.2500000000000
30,30,-44.2500000000000,83.2500000000000
31,31,-43.7500000000000,83.2500000000000
32,32,-43.2500000000000,83.2500000000000
33,33,-42.7499999999999,83.2500000000000
34,34,-42.2500000000000,83.2500000000000
35,35,-41.7500000000000,83.2500000000000
36,36,-41.2500000000000,83.2500000000000
37,37,-40.7500000000000,83.2500000000000
38,38,-40.2500000000000,83.2500000000000
39,39,-39.7500000000000,83.2500000000000
40,40,-39.2500000000000,83.2500000000000
41,41,-38.7499999999999,83.2500000000000
42,42,-38.2500000000000,83.2500000000000
43,43,-37.7500000000000,83.2500000000000
44,44,-37.2500000000000,83.2500000000000
45,45,-36.7500000000000,83.2500000000000
46,46,-36.2500000000000,83.2500000000000
47,47,-35.7500000000000,83.2500000000000
48,48,-35.2500000000000,83.2500000000000
49,49,-34.7499999999999,83.2500000000000
50,50,-34.2500000000000,83.2500000000000
51,51,-33.7500000000000,83.2500000000000
52,52,-33.2500000000000,83.2500000000000
53,53,-32.7500000000000,83.2500000000000
54,54,-32.2500000000000,83.2500000000000
55,55,-31.7500000000000,83.2500000000000
56,56,-31.2500000000000,83.2500000000000
57,57,-30.7500000000000,83.2500000000000
58,58,-30.2500000000000,83.2500000000000
59,59,-29.7500000000000,83.2500000000000
60,60,-29.2500000000000,83.2500000000000
61,61,-28.7500000000000,83.2500000000000
62,62,-28.2500000000000,83.2500000000000
63,63,-27.7500000000000,83.2500000000000
64,64,-27.2500000000000,83.2500000000000
65,65,-26.7500000000000,83.2500000000000
66,66,-26.2500000000000,83.2500000000000
67,67,-25.7500000000000,83.2500000000000
68,68,-25.2500000000000,83.2500000000000
69,69,-24.7500000000000,83.2500000000000
70,70,-82.2500000000000,82.7500000000001
71,71,-81.7500000000000,82.7500000000001
72,72,-81.2500000000000,82.7500000000001
73,73,-80.7500000000000,82.7500000000001
74,74,-80.2500000000000,82.7500000000001
75,75,-79.7500000000000,82.7500000000001
76,76,-79.2500000000000,82.7500000000001
77,77,-78.7500000000000,82.7500000000001
78,78,-78.2500000000000,82.7500000000001
79,79,-77.7500000000000,82.7500000000001
80,80,-77.2500000000000,82.7500000000001
81,81,-76.7500000000000,82.7500000000001
82,82,-76.2500000000000,82.7500000000001
83,83,-75.7500000000000,82.7500000000001
84,84,-75.2500000000000,82.7500000000001
85,85,-74.7500000000000,82.7500000000001
86,86,-74.2500000000000,82.7500000000001
87,87,-73.7500000000000,82.7500000000001
88,88,-73.2500000000000,82.7500000000001
89,89,-72.7500000000000,82.7500000000001
90,90,-72.2500000000000,82.7500000000001
91,91,-71.7500000000000,82.7500000000001
92,92,-71.2500000000000,82.7500000000001
93,93,-70.7500000000000,82.7500000000001
94,94,-70.2500000000000,82.7500000000001
95,95,-69.7500000000000,82.7500000000001
96,96,-69.2500000000000,82.7500000000001
97,97,-68.7500000000000,82.7500000000001
98,98,-68.2500000000000,82.7500000000001
99,99,-67.7500000000000,82.7500000000001
100,100,-67.2500000000000,82.7500000000001
101,101,-66.7500000000000,82.7500000000001
102,102,-66.2500000000000,82.7500000000001
103,103,-65.7500000000000,82.7500000000001
104,104,-65.2500000000000,82.7500000000001
105,105,-64.7500000000000,82.7500000000001
106,106,-64.2500000000000,82.7500000000001
107,107,-63.7500000000000,82.7500000000001
108,108,-63.2500000000000,82.7500000000001
109,109,-62.2500000000000,82.7500000000001
110,110,-49.7500000000000,82.7500000000001
111,111,-49.2500000000000,82.7500000000001
112,112,-48.7500000000000,82.7500000000001
113,113,-48.2500000000000,82.7500000000001
114,114,-47.7500000000000,82.7500000000001
115,115,-47.2500000000000,82.7500000000001
116,116,-46.7499999999999,82.7500000000001
117,117,-46.2500000000000,82.7500000000001
118,118,-45.7500000000000,82.7500000000001
119,119,-45.2500000000000,82.7500000000001
120,120,-44.7500000000000,82.7500000000001
121,121,-44.2500000000000,82.7500000000001
122,122,-43.7500000000000,82.7500000000001
123,123,-43.2500000000000,82.7500000000001
124,124,-42.7499999999999,82.7500000000001
125,125,-42.2500000000000,82.7500000000001
126,126,-41.7500000000000,82.7500000000001
127,127,-41.2500000000000,82.7500000000001
128,128,-40.7500000000000,82.7500000000001
129,129,-40.2500000000000,82.7500000000001
130,130,-39.7500000000000,82.7500000000001
131,131,-39.2500000000000,82.7500000000001
132,132,-38.7499999999999,82.7500000000001
133,133,-38.2500000000000,82.7500000000001
134,134,-37.7500000000000,82.7500000000001
135,135,-37.2500000000000,82.7500000000001
136,136,-36.7500000000000,82.7500000000001
137,137,-36.2500000000000,82.7500000000001
138,138,-35.7500000000000,82.7500000000001
139,139,-35.2500000000000,82.7500000000001
140,140,-34.7499999999999,82.7500000000001
141,141,-34.2500000000000,82.7500000000001
142,142,-33.7500000000000,82.7500000000001
143,143,-33.2500000000000,82.7500000000001
144,144,-32.7500000000000,82.7500000000001
145,145,-32.2500000000000,82.7500000000001
146,146,-31.7500000000000,82.7500000000001
147,147,-31.2500000000000,82.7500000000001
148,148,-30.7500000000000,82.7500000000001
149,149,-30.2500000000000,82.7500000000001
150,150,-29.7500000000000,82.7500000000001
151,151,-29.2500000000000,82.7500000000001
152,152,-28.7500000000000,82.7500000000001
153,153,-28.2500000000000,82.7500000000001
154,154,-27.7500000000000,82.7500000000001
155,155,-27.2500000000000,82.7500000000001
156,156,-26.7500000000000,82.7500000000001
157,157,-26.2500000000000,82.7500000000001
158,158,-25.7500000000000,82.7500000000001
159,159,-25.2500000000000,82.7500000000001
160,160,-24.7500000000000,82.7500000000001
161,161,-24.2500000000000,82.7500000000001
162,162,-23.7500000000000,82.7500000000001
163,163,-23.2500000000000,82.7500000000001
164,164,-22.7500000000000,82.7500000000001
165,165,-22.2500000000000,82.7500000000001
166,166,-21.7500000000000,82.7500000000001
167,167,-21.2499999999999,82.7500000000001
168,168,-88.2500000000000,82.2500000000000
169,169,-87.7500000000000,82.2500000000000
170,170,-86.7500000000000,82.2500000000000
171,171,-86.2500000000000,82.2500000000000
172,172,-85.7500000000000,82.2500000000000
173,173,-85.2500000000000,82.2500000000000
174,174,-84.7500000000000,82.2500000000000
175,175,-84.2500000000000,82.2500000000000
176,176,-83.7500000000000,82.2500000000000
177,177,-83.2500000000000,82.2500000000000
178,178,-82.7500000000000,82.2500000000000
179,179,-82.2500000000000,82.2500000000000
180,180,-81.7500000000000,82.2500000000000
181,181,-81.2500000000000,82.2500000000000
182,182,-80.7500000000000,82.2500000000000
183,183,-80.2500000000000,82.2500000000000
184,184,-79.7500000000000,82.2500000000000
185,185,-79.2500000000000,82.2500000000000
186,186,-78.7500000000000,82.2500000000000
187,187,-78.2500000000000,82.2500000000000
188,188,-77.7500000000000,82.2500000000000
189,189,-77.2500000000000,82.2500000000000
190,190,-76.7500000000000,82.2500000000000
191,191,-76.2500000000000,82.2500000000000
192,192,-75.7500000000000,82.2500000000000
193,193,-75.2500000000000,82.2500000000000
194,194,-74.7500000000000,82.2500000000000
195,195,-74.2500000000000,82.2500000000000
196,196,-73.7500000000000,82.2500000000000
197,197,-73.2500000000000,82.2500000000000
198,198,-72.7500000000000,82.2500000000000
199,199,-72.2500000000000,82.2500000000000
200,200,-71.7500000000000,82.2500000000000
201,201,-71.2500000000000,82.2500000000000
202,202,-70.7500000000000,82.2500000000000
203,203,-70.2500000000000,82.2500000000000
204,204,-69.7500000000000,82.2500000000000
205,205,-69.2500000000000,82.2500000000000
206,206,-68.7500000000000,82.2500000000000
207,207,-68.2500000000000,82.2500000000000
208,208,-67.7500000000000,82.2500000000000
209,209,-67.2500000000000,82.2500000000000
210,210,-66.7500000000000,82.2500000000000
211,211,-66.2500000000000,82.2500000000000
212,212,-65.7500000000000,82.2500000000000
213,213,-65.2500000000000,82.2500000000000
214,214,-64.7500000000000,82.2500000000000
215,215,-64.2500000000000,82.2500000000000
216,216,-63.7500000000000,82.2500000000000
217,217,-63.2500000000000,82.2500000000000
218,218,-62.7500000000000,82.2500000000000
219,219,-62.2500000000000,82.2500000000000
220,220,-61.7500000000000,82.2500000000000
221,221,-61.2500000000000,82.2500000000000
222,222,-59.7500000000000,82.2500000000000
223,223,-58.7500000000000,82.2500000000000
224,224,-58.2500000000000,82.2500000000000
225,225,-57.7500000000000,82.2500000000000
226,226,-57.2500000000000,82.2500000000000
227,227,-56.7500000000000,82.2500000000000
228,228,-56.2500000000000,82.2500000000000
229,229,-55.7500000000000,82.2500000000000
230,230,-55.2500000000000,82.2500000000000
231,231,-54.7500000000000,82.2500000000000
232,232,-54.2500000000000,82.2500000000000
233,233,-53.7500000000000,82.2500000000000
234,234,-53.2500000000000,82.2500000000000
235,235,-52.7500000000000,82.2500000000000
236,236,-52.2500000000000,82.2500000000000
237,237,-51.7500000000000,82.2500000000000
238,238,-51.2500000000000,82.2500000000000
239,239,-50.7499999999999,82.2500000000000
240,240,-50.2500000000000,82.2500000000000
241,241,-49.7500000000000,82.2500000000000
242,242,-49.2500000000000,82.2500000000000
243,243,-48.7500000000000,82.2500000000000
244,244,-48.2500000000000,82.2500000000000
245,245,-47.7500000000000,82.2500000000000
246,246,-47.2500000000000,82.2500000000000
247,247,-46.7499999999999,82.2500000000000
248,248,-46.2500000000000,82.2500000000000
249,249,-45.7500000000000,82.2500000000000
250,250,-45.2500000000000,82.2500000000000
251,251,-44.7500000000000,82.2500000000000
252,252,-44.2500000000000,82.2500000000000
253,253,-43.7500000000000,82.2500000000000
254,254,-43.2500000000000,82.2500000000000
255,255,-42.7499999999999,82.2500000000000
256,256,-42.2500000000000,82.2500000000000
257,257,-41.7500000000000,82.2500000000000
258,258,-41.2500000000000,82.2500000000000
259,259,-40.7500000000000,82.2500000000000
260,260,-40.2500000000000,82.2500000000000
261,261,-39.7500000000000,82.2500000000000
262,262,-39.2500000000000,82.2500000000000
263,263,-38.7499999999999,82.2500000000000
264,264,-38.2500000000000,82.2500000000000
265,265,-37.7500000000000,82.2500000000000
266,266,-37.2500000000000,82.2500000000000
267,267,-36.7500000000000,82.2500000000000
268,268,-36.2500000000000,82.2500000000000
269,269,-35.7500000000000,82.2500000000000
270,270,-35.2500000000000,82.2500000000000
271,271,-34.7499999999999,82.2500000000000
272,272,-34.2500000000000,82.2500000000000
273,273,-33.7500000000000,82.2500000000000
274,274,-33.2500000000000,82.2500000000000
275,275,-32.7500000000000,82.2500000000000
276,276,-32.2500000000000,82.2500000000000
277,277,-31.7500000000000,82.2500000000000
278,278,-31.2500000000000,82.2500000000000
279,279,-30.7500000000000,82.2500000000000
280,280,-30.2500000000000,82.2500000000000
281,281,-29.7500000000000,82.2500000000000
282,282,-29.2500000000000,82.2500000000000
283,283,-28.7500000000000,82.2500000000000
284,284,-28.2500000000000,82.2500000000000
285,285,-27.7500000000000,82.2500000000000
286,286,-27.2500000000000,82.2500000000000
287,287,-26.7500000000000,82.2500000000000
288,288,-26.2500000000000,82.2500000000000
289,289,-25.7500000000000,82.2500000000000
290,290,-25.2500000000000,82.2500000000000
291,291,-24.7500000000000,82.2500000000000
292,292,-24.2500000000000,82.2500000000000
293,293,-23.7500000000000,82.2500000000000
294,294,-23.2500000000000,82.2500000000000
295,295,-22.7500000000000,82.2500000000000
296,296,-22.2500000000000,82.2500000000000
297,297,-21.7500000000000,82.2500000000000
298,298,-21.2499999999999,82.2500000000000
299,299,-20.7500000000000,82.2500000000000
300,300,-20.2500000000000,82.2500000000000
301,301,-19.7500000000000,82.2500000000000
302,302,-19.2500000000000,82.2500000000000
303,303,-91.7500000000000,81.7500000000000
304,304,-91.2500000000000,81.7500000000000
305,305,-90.7500000000000,81.7500000000000
306,306,-90.2500000000000,81.7500000000000
307,307,-89.7500000000000,81.7500000000000
308,308,-89.2500000000000,81.7500000000000
309,309,-88.7500000000000,81.7500000000000
310,310,-88.2500000000000,81.7500000000000
311,311,-87.7500000000000,81.7500000000000
312,312,-87.2500000000000,81.7500000000000
313,313,-86.7500000000000,81.7500000000000
314,314,-86.2500000000000,81.7500000000000
315,315,-85.7500000000000,81.7500000000000
316,316,-85.2500000000000,81.7500000000000
317,317,-84.7500000000000,81.7500000000000
318,318,-84.2500000000000,81.7500000000000
319,319,-83.7500000000000,81.7500000000000
320,320,-83.2500000000000,81.7500000000000
321,321,-82.7500000000000,81.7500000000000
322,322,-82.2500000000000,81.7500000000000
323,323,-81.7500000000000,81.7500000000000
324,324,-81.2500000000000,81.7500000000000
325,325,-80.7500000000000,81.7500000000000
326,326,-80.2500000000000,81.7500000000000
327,327,-79.7500000000000,81.7500000000000
328,328,-79.2500000000000,81.7500000000000
329,329,-78.7500000000000,81.7500000000000
330,330,-78.2500000000000,81.7500000000000
331,331,-77.7500000000000,81.7500000000000
332,332,-77.2500000000000,81.7500000000000
333,333,-76.7500000000000,81.7500000000000
334,334,-76.2500000000000,81.7500000000000
335,335,-75.7500000000000,81.7500000000000
336,336,-75.2500000000000,81.7500000000000
337,337,-74.7500000000000,81.7500000000000
338,338,-74.2500000000000,81.7500000000000
339,339,-73.7500000000000,81.7500000000000
340,340,-73.2500000000000,81.7500000000000
341,341,-72.7500000000000,81.7500000000000
342,342,-72.2500000000000,81.7500000000000
343,343,-71.7500000000000,81.7500000000000
344,344,-71.2500000000000,81.7500000000000
345,345,-70.7500000000000,81.7500000000000
346,346,-70.2500000000000,81.7500000000000
347,347,-69.7500000000000,81.7500000000000
348,348,-69.2500000000000,81.7500000000000
349,349,-68.7500000000000,81.7500000000000
350,350,-68.2500000000000,81.7500000000000
351,351,-67.7500000000000,81.7500000000000
352,352,-67.2500000000000,81.7500000000000
353,353,-66.7500000000000,81.7500000000000
354,354,-66.2500000000000,81.7500000000000
355,355,-65.7500000000000,81.7500000000000
356,356,-65.2500000000000,81.7500000000000
357,357,-64.7500000000000,81.7500000000000
358,358,-64.2500000000000,81.7500000000000
359,359,-63.7500000000000,81.7500000000000
360,360,-63.2500000000000,81.7500000000000
361,361,-62.7500000000000,81.7500000000000
362,362,-61.7500000000000,81.7500000000000
363,363,-61.2500000000000,81.7500000000000
364,364,-60.7500000000000,81.7500000000000
365,365,-60.2500000000000,81.7500000000000
366,366,-59.7500000000000,81.7500000000000
367,367,-59.2500000000000,81.7500000000000
368,368,-58.7500000000000,81.7500000000000
369,369,-58.2500000000000,81.7500000000000
370,370,-57.7500000000000,81.7500000000000
371,371,-57.2500000000000,81.7500000000000
372,372,-56.7500000000000,81.7500000000000
373,373,-56.2500000000000,81.7500000000000
374,374,-55.7500000000000,81.7500000000000
375,375,-55.2500000000000,81.7500000000000
376,376,-54.7500000000000,81.7500000000000
377,377,-54.2500000000000,81.7500000000000
378,378,-53.7500000000000,81.7500000000000
379,379,-53.2500000000000,81.7500000000000
380,380,-52.7500000000000,81.7500000000000
381,381,-52.2500000000000,81.7500000000000
382,382,-51.7500000000000,81.7500000000000
383,383,-51.2500000000000,81.7500000000000
384,384,-50.7499999999999,81.7500000000000
385,385,-50.2500000000000,81.7500000000000
386,386,-49.7500000000000,81.7500000000000
387,387,-49.2500000000000,81.7500000000000
388,388,-48.7500000000000,81.7500000000000
389,389,-48.2500000000000,81.7500000000000
390,390,-47.7500000000000,81.7500000000000
